city,neighbourhood,street,Area,Number of rooms,Floor,No. of floors,Building type,Heating system,Equipment,Building Energy Efficiency Class,Additional premises,Additional Equipment,Security,Nearest kindergarten,Nearest educational institution,Nearest shop,Public transport stop,crime,Price,Percent_Decrease,build_year,renovation_year,is_renovated,is_price_decreased,STREET,AVG_BIRTH_YEAR,TOTAL_CHILDREN,TOTAL_PEOPLE,TOTAL_DIVORCED,TOTAL_WIDOWED,TOTAL_MARRIED,TOTAL_SINGLE
Vilnius,Naujininkai,Meistrų g.,25.0,1,4,4,Brick,Gas,Fully equipped,B,Parking space Closet,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Shower,Steel doors Code door lock Video surveillance,1000.0,1500.0,1700.0,110.0,0,47500,"2,2%",1981,2015.0,1,1,Meistrų g.,1989.326164874552,117.0,279.0,26.0,4.0,46.0,203.0
Vilnius,Šeškinė,Musninkų g.,34.75,1,5,5,Block house,Central,Fully equipped,,,,,80.0,230.0,180.0,240.0,"52,82 €/month
~ 1,52 €/m²",74900,,1980,1980.0,0,0,Musninkų g.,1975.8124695567462,601.0,2053.0,253.0,211.0,825.0,764.0
Vilnius,Fabijoniškės,Vėtrungių g.,67.0,3,2,5,Block house,Central,Fully equipped,,Storeroom Balcony Cellar,Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer,Steel doors Alarm system Code door lock,480.0,180.0,240.0,190.0,7,175000,,1992,1992.0,0,0,,,,,,,,
Vilnius,Pašilaičiai,Perkūnkiemio g.,66.24,2,4,9,Brick,Central thermostat,Fully equipped,,Balcony,Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Bath,Steel doors Code door lock,220.0,710.0,150.0,140.0,"52,33 €/month
~ 0,79 €/m²",166999,,2007,2007.0,0,0,Perkūnkiemio g.,1992.8348851644942,2901.0,4833.0,392.0,69.0,1912.0,2460.0
Vilnius,Naujamiestis,Savanorių pr.,29.0,1,2,5,Block house,Central,Fully equipped,,,,,130.0,360.0,160.0,120.0,24,84700,"1,2%",1964,1964.0,0,1,Savanorių pr.,1986.9210337401291,649.0,1393.0,87.0,34.0,603.0,669.0
Vilnius,Lazdynėliai,Jonažolių g.,97.27,4,5,9,Brick,Central thermostat,Fully equipped,,Parking space Balcony Sauna,Kitchen furniture Stove Dish washer Shower Bath,Steel doors Code door lock,310.0,510.0,260.0,110.0,"64,20 €/month
~ 0,66 €/m²",260000,"1,9%",2008,2008.0,0,1,,,,,,,,
Vilnius,Naujamiestis,Gerosios Vilties g.,25.0,1,4,5,Brick,Central,Fully equipped,,,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Shower,Steel doors Code door lock,250.0,100.0,410.0,380.0,15,67950,,1974,1974.0,0,0,,,,,,,,
Vilnius,Pilaitė,Vydūno g.,50.23,2,5,9,Block house,Central,Fully equipped,,Storeroom Balcony Cellar,Furniture Kitchen furniture Stove Bath,Steel doors Code door lock,180.0,190.0,90.0,130.0,"49,23 €/month
~ 0,98 €/m²",106800,1%,1994,1994.0,0,1,Vydūno g.,1980.7884882108183,944.0,2884.0,330.0,149.0,1238.0,1167.0
Vilnius,Naujamiestis,Skroblų g.,41.16,2,1,5,Brick,Central,Fully equipped,,Cellar,,Steel doors,210.0,170.0,180.0,220.0,"58,45 €/month
~ 1,42 €/m²",82000,"1,2%",1961,1961.0,0,1,,,,,,,,
Vilnius,Lazdynai,Architektų g.,47.01,2,5,5,Block house,Central,Fully equipped,,Storeroom Balcony,Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Bath,,170.0,350.0,290.0,120.0,7,96990,,1969,1969.0,0,0,Architektų g.,1975.3807254434737,4095.0,15108.0,1935.0,1554.0,5920.0,5699.0
Vilnius,Fabijoniškės,Gedvydžių g.,67.0,3,1,9,Block house,Central,Fully equipped,,Storeroom Balcony Cellar Parking space,Furniture Bath,,310.0,130.0,130.0,130.0,5,119000,,1989,1989.0,0,0,Gedvydžių g.,1977.8693018807778,905.0,3137.0,280.0,220.0,1451.0,1186.0
Vilnius,Antakalnis,P. Vileišio g.,30.04,1,4,5,Block house,Central,Fully equipped,,,,,90.0,140.0,190.0,150.0,7,89000,"4,3%",1964,1964.0,0,1,P. Vileišio g.,1978.0977232924693,906.0,2855.0,338.0,276.0,1049.0,1192.0
Vilnius,Šnipiškės,Kalvarijų g.,30.46,2,2,9,Brick,Central,Fully equipped,,Balcony Cellar,Washing machine Furniture Stove Bath,,210.0,130.0,150.0,120.0,"41,12 €/month
~ 1,35 €/m²",75000,,1969,1969.0,0,0,Kalvarijų g.,1976.0398847437064,1816.0,6594.0,924.0,626.0,2480.0,2564.0
Vilnius,Lazdynai,Architektų g.,60.95,3,5,5,Block house,Central,Fully equipped,,Storeroom Balcony Cellar,Furniture Refrigerator Kitchen furniture Stove Bath,Steel doors Code door lock,170.0,350.0,290.0,120.0,7,115000,,1969,1969.0,0,0,Architektų g.,1975.3807254434737,4095.0,15108.0,1935.0,1554.0,5920.0,5699.0
Vilnius,Burbiškės,Burbiškių g.,67.37,3,2,3,Brick,Gas,Fully equipped,,Balcony Parking space,Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Bath,Code door lock Video surveillance,1600.0,600.0,1100.0,520.0,1,219500,"4,6%",2013,2013.0,0,1,,,,,,,,
Vilnius,Užupis,Polocko g.,21.77,1,1,3,Brick,Central,Fully equipped,,,Conditioner Washing machine,Steel doors,190.0,210.0,320.0,10.0,"40,93 €/month
~ 1,88 €/m²",80000,"10,1%",1940,1940.0,0,1,,,,,,,,
Vilnius,Antakalnis,Plytinės g.,81.5,3,2,4,Brick,Central thermostat,Fully equipped,,,,,1200.0,1100.0,670.0,260.0,"64,39 €/month
~ 0,79 €/m²",298000,,2006,2006.0,0,0,Plytinės g.,1988.0436137071652,169.0,321.0,28.0,7.0,126.0,160.0
Vilnius,Pilaitė,Karaliaučiaus g.,89.0,4,1,4,Monolithic,Other,Fully equipped,A++,Terrace Parking space,Floor heating system Bath Recuperation,Steel doors Code door lock,580.0,580.0,600.0,410.0,"32,93 €/month
~ 0,37 €/m²",250000,"3,8%",2020,2020.0,0,1,Karaliaučiaus g.,1986.1510349288487,1231.0,3092.0,345.0,119.0,1173.0,1455.0
Vilnius,Pilaitė,Priegliaus g.,60.0,3,6,6,Brick,Central,Fully equipped,,Balcony Cellar Parking space Closet,Washing machine Refrigerator Kitchen furniture Stove Dish washer Shower Bath,Steel doors Code door lock,240.0,240.0,160.0,240.0,5,184000,,2008,2008.0,0,0,Priegliaus g.,1991.2707581227437,468.0,831.0,67.0,23.0,355.0,386.0
Vilnius,Naujamiestis,Savanorių pr.,89.99,2,8,27,Monolithic,Central thermostat,Fully equipped,A,Balcony Closet,Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Shower,Steel doors Alarm system Code door lock Video surveillance Guard,320.0,140.0,70.0,140.0,"113,39 €/month
~ 1,26 €/m²",380000,,2007,2007.0,0,0,Savanorių pr.,1986.9210337401291,649.0,1393.0,87.0,34.0,603.0,669.0
Vilnius,Lazdynėliai,Jonažolių g.,112.0,4,3,4,Brick,Central thermostat,Fully equipped,,,,,350.0,790.0,100.0,110.0,"63,84 €/month
~ 0,57 €/m²",298000,,2005,2005.0,0,0,,,,,,,,
Vilnius,Antakalnis,P. Vileišio g.,71.87,3,6,6,Brick,Gas,Fully equipped,,Balcony Terrace Closet,Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Bath,Steel doors Code door lock,490.0,290.0,450.0,190.0,9,315000,,2003,2003.0,0,0,P. Vileišio g.,1978.0977232924693,906.0,2855.0,338.0,276.0,1049.0,1192.0
Vilnius,Verkiai,Trinapolio g.,59.0,2,10,11,Monolithic,Central thermostat,Fully equipped,A+,Balcony,Conditioner Washing machine Refrigerator Kitchen furniture Stove Dish washer,Steel doors Video surveillance,80.0,280.0,420.0,380.0,2,180000,"2,2%",2007,2007.0,0,1,Trinapolio g.,1989.2192832764506,549.0,1172.0,105.0,27.0,453.0,587.0
Vilnius,Pilaitė,M. Jankaus g.,66.0,2,7,7,Brick,Central,Fully equipped,,,,,260.0,260.0,210.0,230.0,6,175000,,2006,2006.0,0,0,M. Jankaus g.,1991.8363636363636,172.0,275.0,21.0,6.0,99.0,149.0
Vilnius,Naujininkai,Kaminkelio g.,45.34,2,5,5,Brick,Central,Partially equipped,F,Balcony Cellar,,Steel doors Code door lock,460.0,440.0,360.0,550.0,"48,51 €/month
~ 1,07 €/m²",89999,"2,7%",1994,1994.0,0,1,Kaminkelio g.,1983.8784757981462,333.0,971.0,80.0,39.0,399.0,453.0
Vilnius,Pašilaičiai,Laisvės pr.,95.0,3,5,6,Brick,"Aerothermal, solid fuel, other",Fully equipped,,Balcony,Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Fireplace Dish washer Shower Bath,Steel doors Code door lock Video surveillance,380.0,320.0,240.0,70.0,18,249000,"19,1%",1998,1998.0,0,1,Laisvės pr.,1981.3330300272976,1103.0,3297.0,384.0,139.0,1332.0,1442.0
Vilnius,Justiniškės,Rygos g.,84.12,3,3,11,Brick,Central thermostat,Fully equipped,B,Balcony,Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Bath,Steel doors Code door lock Video surveillance,110.0,340.0,60.0,140.0,"48,79 €/month
~ 0,58 €/m²",216000,,2020,2020.0,0,0,Rygos g.,1978.1837837837838,1073.0,3515.0,400.0,291.0,1491.0,1333.0
Vilnius,Žirmūnai,Žirmūnų g.,79.0,4,5,5,Brick,Central,Fully equipped,,Balcony Cellar Closet,Washing machine Furniture Refrigerator Kitchen furniture Dish washer Shower Bath,Steel doors,250.0,270.0,410.0,250.0,"73,47 €/month
~ 0,93 €/m²",235500,"6,7%",1965,1965.0,0,1,Žirmūnų g.,1976.1871020614008,4478.0,15863.0,2119.0,1673.0,5906.0,6165.0
Vilnius,Žirmūnai,Žirmūnų g.,50.0,2,5,5,Brick,Central,Fully equipped,,Balcony Cellar Closet,Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Bath,Steel doors Code door lock,250.0,270.0,410.0,250.0,"46,50 €/month
~ 0,93 €/m²",145000,"7,4%",1965,1965.0,0,1,Žirmūnų g.,1976.1871020614008,4478.0,15863.0,2119.0,1673.0,5906.0,6165.0
Vilnius,Žemieji Paneriai,Vaduvos g.,41.0,1,5,5,Monolithic,Central,Fully equipped,,,,,2000.0,70.0,360.0,160.0,"55,35 €/month
~ 1,35 €/m²",75000,"2,6%",1988,1988.0,0,1,,,,,,,,
Vilnius,Pilaitė,Priegliaus g.,51.61,2,4,9,Block house,Central thermostat,Fully equipped,,Balcony,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Dish washer Bath,Steel doors Code door lock,300.0,300.0,130.0,180.0,"27,87 €/month
~ 0,54 €/m²",155000,"1,3%",2014,2014.0,0,1,Priegliaus g.,1991.2707581227437,468.0,831.0,67.0,23.0,355.0,386.0
Vilnius,Antakalnis,V. Grybo g.,92.0,4,5,5,Brick,Gas,Fully equipped,,,,,190.0,100.0,70.0,70.0,8,270000,,1970,2008.0,1,0,V. Grybo g.,1981.0940711462451,431.0,1265.0,137.0,74.0,441.0,613.0
Vilnius,Baltupiai,Jurgio Lebedžio g.,46.35,2,5,5,Brick,Central,Fully equipped,,Balcony,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Shower,Steel doors Code door lock,190.0,790.0,290.0,220.0,2,195000,"3,2%",2017,2017.0,0,1,,,,,,,,
Vilnius,Šnipiškės,Rinktinės g.,58.0,3,1,7,Brick,Electric,Fully equipped,,Balcony Terrace Parking space,Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Bath Recuperation,Steel doors Code door lock Video surveillance,400.0,260.0,290.0,190.0,"26,10 €/month
~ 0,45 €/m²",299999,,2018,2018.0,0,0,Rinktinės g.,1978.3413014608234,223.0,753.0,90.0,65.0,283.0,315.0
Vilnius,Žemieji Paneriai,Titnago g.,47.87,2,1,5,Brick,Electric,Fully equipped,A,Storeroom Closet,Furniture Refrigerator Kitchen furniture Stove Dish washer Shower,Steel doors Code door lock,1200.0,960.0,510.0,140.0,2,120000,,1980,2020.0,1,0,,,,,,,,
Vilnius,Santariškės,A. Šabaniausko g.,41.28,2,2,3,Brick,Central thermostat,Fully equipped,A+,Parking space,Washing machine Furniture Refrigerator Floor heating system Stove Bath,Steel doors Code door lock,460.0,1600.0,370.0,420.0,1,152800,,2009,2009.0,0,0,,,,,,,,
Vilnius,Pilaitė,Juodkrantės g.,68.47,3,5,5,Brick,Central thermostat,Fully equipped,A+,Storeroom Balcony Parking space,Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Bath,Steel doors Alarm system Code door lock Video surveillance,480.0,530.0,440.0,240.0,"21,23 €/month
~ 0,31 €/m²",197000,"6,2%",2019,2019.0,0,1,Juodkrantės g.,1992.5523255813953,97.0,172.0,14.0,2.0,70.0,86.0
Vilnius,Bajorai,Bajorų kel.,33.38,2,5,5,Brick,Central thermostat,Partially equipped,A+,Balcony,Floor heating system,Steel doors Code door lock,170.0,1400.0,230.0,160.0,0,108300,"1,1%",2023,2023.0,0,1,,,,,,,,
Vilnius,Naujamiestis,T. Ševčenkos g.,24.0,2,2,4,Brick,Central thermostat,Fully equipped,,,,,190.0,120.0,270.0,190.0,16,115000,"4,5%",1960,2024.0,1,1,T. Ševčenkos g.,1983.4374209860935,276.0,791.0,85.0,34.0,293.0,379.0
Vilnius,Žirmūnai,Žirmūnų g.,78.0,4,2,5,Block house,Central,Fully equipped,,,,,170.0,570.0,220.0,130.0,7,185000,,1967,2011.0,1,0,Žirmūnų g.,1976.1871020614008,4478.0,15863.0,2119.0,1673.0,5906.0,6165.0
Vilnius,Žvėrynas,Latvių g.,53.4,2,3,5,Brick,"Central, electric, central thermostat, aerothermal",Fully equipped,,,,,290.0,400.0,580.0,510.0,"38,98 €/month
~ 0,73 €/m²",275000,"6,8%",2007,2007.0,0,1,Latvių g.,1980.5784418356457,362.0,937.0,89.0,65.0,363.0,420.0
Vilnius,Antakalnis,Pauliaus Širvio g.,49.0,3,4,5,Block house,Central thermostat,Fully equipped,,Balcony Cellar,Washing machine Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Bath,Steel doors Code door lock,280.0,350.0,150.0,240.0,11,149900,,1962,2023.0,1,0,Pauliaus Širvio g.,1976.5058139534883,136.0,516.0,68.0,53.0,179.0,216.0
Vilnius,Senamiestis,Aušros Vartų g.,65.0,2,3,3,Brick,Central,Fully equipped,,Cellar Parking space,Washing machine Furniture Refrigerator Kitchen furniture Stove Fireplace Dish washer Bath,Steel doors Code door lock,130.0,240.0,240.0,210.0,25,300000,,1940,1940.0,0,0,Aušros Vartų g.,1983.3040935672514,134.0,342.0,31.0,15.0,118.0,178.0
Vilnius,Naujamiestis,Savanorių pr.,44.6,2,2,5,Block house,Central,Fully equipped,,Balcony Cellar,Washing machine Furniture Refrigerator Kitchen furniture Stove Shower,,70.0,280.0,220.0,160.0,22,98900,,1964,1964.0,0,0,Savanorių pr.,1986.9210337401291,649.0,1393.0,87.0,34.0,603.0,669.0
Vilnius,Pašilaičiai,Perkūnkiemio g.,38.0,1,11,12,Block house,Central thermostat,Fully equipped,,Balcony,Furniture Refrigerator Kitchen furniture Shower,Steel doors Code door lock,300.0,940.0,170.0,180.0,"20,90 €/month
~ 0,55 €/m²",98999,"5,7%",2013,2013.0,0,1,Perkūnkiemio g.,1992.8348851644942,2901.0,4833.0,392.0,69.0,1912.0,2460.0
Vilnius,Fabijoniškės,P. Žadeikos g.,47.75,2,12,13,Monolithic,Central,Fully equipped,,Balcony Cellar,Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Bath,Steel doors Code door lock Video surveillance,470.0,340.0,180.0,160.0,4,127000,,1991,1991.0,0,0,P. Žadeikos g.,1980.0535470668485,1017.0,2932.0,267.0,174.0,1326.0,1165.0
Vilnius,Senamiestis,Odminių g.,43.0,2,2,3,Brick,Central thermostat,Fully equipped,,Storeroom Parking space,Washing machine Refrigerator Floor heating system Kitchen furniture Stove Bath,Code door lock Video surveillance,330.0,30.0,200.0,270.0,"45,58 €/month
~ 1,06 €/m²",232000,"4,1%",2000,2000.0,0,1,Odminių g.,1983.8516483516485,84.0,182.0,6.0,9.0,77.0,90.0
Vilnius,Naujininkai,Kapsų g.,60.7,3,5,5,Monolithic,Central thermostat,Partially equipped,A++,Storeroom Balcony Terrace Parking space,Conditioner Floor heating system Bath Recuperation,Steel doors Alarm system Code door lock Video surveillance,460.0,410.0,370.0,450.0,1,198500,,2024,2024.0,0,0,Kapsų g.,1978.0464646464648,392.0,1485.0,211.0,122.0,532.0,620.0
Vilnius,Pilaitė,I. Kanto al.,69.0,3,5,5,Block house,Central,Fully equipped,,Balcony Closet,Washing machine Furniture Refrigerator Kitchen furniture Dish washer Bath,Steel doors Code door lock,170.0,300.0,210.0,110.0,6,118500,,1994,1994.0,0,0,I. Kanto al.,1980.7820206841686,851.0,2514.0,260.0,131.0,1098.0,1025.0
Vilnius,Lazdynai,Architektų g.,49.15,2,2,8,Block house,Central,Fully equipped,A++,Balcony Cellar,Washing machine Kitchen furniture Stove Bath,Steel doors Code door lock,230.0,220.0,50.0,30.0,4,118000,"1,7%",1970,1970.0,0,1,Architektų g.,1975.3807254434737,4095.0,15108.0,1935.0,1554.0,5920.0,5699.0
Vilnius,Lazdynėliai,Jonažolių g.,105.0,3,2,5,Brick,Central thermostat,Fully equipped,,,,,350.0,790.0,100.0,110.0,"59,85 €/month
~ 0,57 €/m²",229000,"4,2%",2004,2004.0,0,1,,,,,,,,
Vilnius,Senamiestis,Tilto g.,59.85,2,2,2,Brick,Central,Fully equipped,,Balcony Parking space,Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Shower,Alarm system Code door lock,340.0,320.0,240.0,170.0,20,450000,,1940,1940.0,0,0,Tilto g.,1983.957264957265,115.0,351.0,29.0,11.0,135.0,176.0
Vilnius,Šnipiškės,Kalvarijų g.,26.9,1,6,9,Other,"Central, gas, electric",Partially equipped,,,,,150.0,200.0,190.0,190.0,"41,16 €/month
~ 1,53 €/m²",65000,,1971,1971.0,0,0,Kalvarijų g.,1976.0398847437064,1816.0,6594.0,924.0,626.0,2480.0,2564.0
Vilnius,Naujamiestis,Birželio 23-iosios g.,89.0,3,2,7,Brick,Central thermostat,Fully equipped,,Balcony Terrace Parking space Closet,Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Shower,Steel doors Code door lock,200.0,340.0,330.0,380.0,26,285000,,2009,2009.0,0,0,Birželio 23-iosios g.,1979.2188841201717,410.0,1398.0,183.0,121.0,501.0,593.0
Vilnius,Fabijoniškės,Fabijoniškių g.,67.0,3,1,3,Block house,Central,Fully equipped,,Storeroom Balcony Cellar Closet,Washing machine Furniture Refrigerator Floor heating system Stove Bath,Steel doors Alarm system Code door lock,230.0,90.0,190.0,150.0,17,135000,,1988,1988.0,0,0,Fabijoniškių g.,1980.276953381484,2665.0,7615.0,802.0,475.0,3346.0,2992.0
Vilnius,Senamiestis,Kruopų g.,81.8,3,1,3,Brick,Central,Fully equipped,,Storeroom Balcony Cellar,Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Bath,Steel doors,240.0,110.0,190.0,140.0,"114,52 €/month
~ 1,40 €/m²",295000,"4,8%",1971,1971.0,0,1,Kruopų g.,1977.168,39.0,125.0,16.0,10.0,50.0,49.0
Vilnius,Karoliniškės,Algimanto Petro Kavoliuko g.,32.65,1,9,9,Block house,Central,Fully equipped,,Balcony Cellar,Washing machine Refrigerator Stove Bath,Steel doors Code door lock,330.0,280.0,80.0,120.0,16,75500,,1974,1974.0,0,0,Algimanto Petro Kavoliuko g.,1977.158400699148,1376.0,4577.0,606.0,458.0,1751.0,1762.0
Vilnius,Šeškinė,Buivydiškių g.,60.15,2,3,5,Block house,Central thermostat,Fully equipped,,,Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Shower Recuperation,Steel doors Code door lock,220.0,350.0,250.0,90.0,6,145000,,2022,2022.0,0,0,Buivydiškių g.,1976.6520894071914,533.0,2058.0,282.0,177.0,791.0,808.0
Vilnius,Bajorai,Bajorų kel.,44.56,2,4,9,Brick,Central thermostat,Fully equipped,,,,,200.0,1500.0,250.0,170.0,0,140000,"3,4%",2008,2008.0,0,1,,,,,,,,
Vilnius,Fabijoniškės,Vėtrungių g.,65.0,3,11,12,Brick,Central thermostat,Fully equipped,,,,,680.0,780.0,260.0,140.0,9,155000,,2007,2007.0,0,0,,,,,,,,
Vilnius,Baltupiai,Baltupio g.,58.68,2,2,12,Brick,Central,Fully equipped,A,Balcony Terrace Cellar,Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Shower,Steel doors Code door lock,180.0,510.0,390.0,410.0,"102,10 €/month
~ 1,74 €/m²",123000,"11,5%",1984,1984.0,0,1,,,,,,,,
Vilnius,Markučiai,Manufaktūrų g.,46.95,2,5,5,Block house,Central thermostat,Partially equipped,A,Balcony,Floor heating system Recuperation,Steel doors Code door lock,190.0,870.0,170.0,280.0,"23,94 €/month
~ 0,51 €/m²",170000,,2018,2018.0,0,0,,,,,,,,
Vilnius,Markučiai,Manufaktūrų g.,36.55,1,5,5,Block house,Central thermostat,Fully equipped,A,,Shower Recuperation,Steel doors Code door lock,190.0,870.0,170.0,280.0,"18,64 €/month
~ 0,51 €/m²",150000,,2018,2018.0,0,0,,,,,,,,
Vilnius,Naujamiestis,Savanorių pr.,27.0,1,2,9,Block house,Central,Fully equipped,,Balcony,Washing machine Refrigerator Kitchen furniture Stove,Steel doors Code door lock,250.0,310.0,150.0,120.0,"38,34 €/month
~ 1,42 €/m²",70000,,1965,1965.0,0,0,Savanorių pr.,1986.9210337401291,649.0,1393.0,87.0,34.0,603.0,669.0
Vilnius,Pašilaičiai,Laisvės pr.,39.0,1,4,5,Brick,Central,Fully equipped,,Balcony Cellar Closet,Washing machine Furniture Refrigerator Kitchen furniture Stove Shower,Steel doors Code door lock Video surveillance,370.0,400.0,210.0,90.0,"29,25 €/month
~ 0,75 €/m²",98000,"1,9%",1997,1997.0,0,1,Laisvės pr.,1981.3330300272976,1103.0,3297.0,384.0,139.0,1332.0,1442.0
Vilnius,Pilaitė,M. Mažvydo g.,51.69,2,1,9,Monolithic,Central thermostat,Fully equipped,A,Terrace Parking space Closet,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Bath,Steel doors Code door lock,190.0,320.0,180.0,150.0,8,163500,"0,3%",2017,2017.0,0,1,M. Mažvydo g.,1990.3647887323943,1060.0,2130.0,162.0,47.0,923.0,998.0
Vilnius,Naujamiestis,T. Ševčenkos g.,55.72,1,2,3,Brick,Gas,Fully equipped,,,,,230.0,130.0,310.0,160.0,16,167160,,2006,2006.0,0,0,T. Ševčenkos g.,1983.4374209860935,276.0,791.0,85.0,34.0,293.0,379.0
Vilnius,Baltupiai,Trinapolio g.,19.0,1,5,12,Brick,Central,Fully equipped,,Terrace Parking space Closet,Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Shower,Steel doors Code door lock Video surveillance,260.0,510.0,300.0,130.0,3,52000,,1971,1971.0,0,0,,,,,,,,
Vilnius,Pašilaičiai,Dociškių g.,52.87,2,1,5,Brick,"Central, central thermostat",Fully equipped,,Parking space,Washing machine Furniture Refrigerator Kitchen furniture Dish washer Bath,Steel doors Code door lock Video surveillance,280.0,320.0,260.0,210.0,"46,53 €/month
~ 0,88 €/m²",145000,,2011,2011.0,0,0,Dociškių g.,1990.1379310344828,490.0,928.0,72.0,22.0,403.0,431.0
Vilnius,Antakalnis,Žolyno g.,18.0,1,2,5,Brick,Central,Fully equipped,,,,,390.0,560.0,260.0,100.0,"17,28 €/month
~ 0,96 €/m²",58500,"1,7%",1968,1968.0,0,1,Žolyno g.,1981.2652671755725,351.0,1048.0,134.0,56.0,345.0,513.0
Vilnius,Šnipiškės,Šatrijos g.,38.0,2,3,5,Brick,Geothermal,Fully equipped,,,,,140.0,350.0,370.0,90.0,9,200000,"0,5%",2023,2023.0,0,1,Šatrijos g.,1989.202380952381,23.0,84.0,4.0,0.0,24.0,56.0
Vilnius,Karoliniškės,Dariaus Gerbutavičiaus g.,33.0,1,9,10,Monolithic,Central,Fully equipped,,Balcony,Washing machine Furniture Kitchen furniture Plastic pipes Dish washer Bath,Steel doors Code door lock,310.0,150.0,350.0,240.0,15,109900,"0,5%",1973,1973.0,0,1,Dariaus Gerbutavičiaus g.,1973.694991558807,503.0,1777.0,237.0,211.0,699.0,630.0
Vilnius,Žirmūnai,Verkių g.,37.45,2,1,5,Brick,Central,Fully equipped,,,,,210.0,350.0,100.0,140.0,"35,20 €/month
~ 0,94 €/m²",129000,,1984,1984.0,0,0,Verkių g.,1984.2052903967797,617.0,1739.0,185.0,89.0,632.0,833.0
Vilnius,Šeškinė,Buivydiškių g.,42.36,1,2,12,Brick,Central,Fully equipped,,Storeroom Balcony Cellar,Furniture Washing machine Refrigerator Kitchen furniture Stove Bath,Steel doors Code door lock,510.0,510.0,360.0,260.0,"52,95 €/month
~ 1,25 €/m²",89500,"2,2%",1987,1987.0,0,1,Buivydiškių g.,1976.6520894071914,533.0,2058.0,282.0,177.0,791.0,808.0
Vilnius,Šeškinė,Dūkštų g.,67.0,3,9,9,Block house,Central,Fully equipped,,Storeroom Parking space Balcony Closet Cellar,Furniture Plastic pipes Washing machine Refrigerator Kitchen furniture Stove Bath,Steel doors Code door lock Video surveillance,150.0,280.0,100.0,240.0,"107,87 €/month
~ 1,61 €/m²",109000,"0,5%",1980,1980.0,0,1,Dūkštų g.,1975.2528368794326,769.0,2820.0,374.0,270.0,1161.0,1015.0
Vilnius,Žirmūnai,Kazliškių g.,50.0,3,2,5,Brick,Central,Fully equipped,,Balcony Cellar,Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower,Steel doors Code door lock,60.0,110.0,380.0,300.0,"71,00 €/month
~ 1,42 €/m²",173000,"1,1%",1964,1964.0,0,1,Kazliškių g.,1974.944,206.0,750.0,109.0,78.0,268.0,295.0
Vilnius,Senamiestis,Plačioji g.,61.72,3,2,3,Brick,Central thermostat,Partially equipped,A,Balcony,,Steel doors Code door lock,220.0,190.0,100.0,120.0,"48,14 €/month
~ 0,78 €/m²",349000,"1,7%",2019,2019.0,0,1,Plačioji g.,1977.9411764705883,16.0,85.0,10.0,4.0,35.0,36.0
Vilnius,Santariškės,Santariškių g.,30.27,1,2,3,Brick,Central thermostat,Fully equipped,,Balcony,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Bath,Steel doors Code door lock,210.0,2200.0,540.0,220.0,"19,07 €/month
~ 0,63 €/m²",130000,"5,1%",2016,2016.0,0,1,,,,,,,,
Vilnius,Lazdynai,Žėručio g.,47.38,2,5,5,Block house,Central,Fully equipped,,Balcony,Washing machine Furniture Refrigerator Kitchen furniture Stove Bath,Steel doors Code door lock,250.0,80.0,240.0,210.0,11,89500,,1970,1970.0,0,0,Žėručio g.,1975.3953488372092,506.0,1806.0,233.0,204.0,716.0,653.0
Vilnius,Lazdynėliai,Jonažolių g.,80.57,3,3,6,Brick,Central,Fully equipped,,,,,370.0,470.0,310.0,120.0,"45,12 €/month
~ 0,56 €/m²",228000,"1,3%",2007,2007.0,0,1,,,,,,,,
