city,neighbourhood,street,Area,Number of rooms,Floor,No. of floors,Building type,Heating system,Equipment,Building Energy Efficiency Class,Additional premises,Additional Equipment,Security,Nearest kindergarten,Nearest educational institution,Nearest shop,Public transport stop,crime,Price,Percent_Decrease,build_year,renovation_year,is_renovated,is_price_decreased,STREET,AVG_BIRTH_YEAR,TOTAL_CHILDREN,TOTAL_PEOPLE,TOTAL_DIVORCED,TOTAL_WIDOWED,TOTAL_MARRIED,TOTAL_SINGLE
Vilnius,Lazdynai,Architektų g.,63.8,3,5,5,Block house,Central,Fully equipped,,Storeroom Balcony Cellar Parking space Closet,Furniture Refrigerator Kitchen furniture Bath,Steel doors Code door lock,50.0,120.0,190.0,130.0,"67,63 €/month
~ 1,06 €/m²",112000,"6,7%",1970,1970.0,0,1,Architektų g.,1975.3807254434737,4095.0,15108.0,1935.0,1554.0,5920.0,5699.0
Vilnius,Karoliniškės,Virginijaus Druskio g.,24.0,2,1,10,Monolithic,Electric,Fully equipped,B,,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Shower Recuperation,Steel doors,400.0,290.0,90.0,110.0,6,67900,"0,1%",1970,1970.0,0,1,Virginijaus Druskio g.,1975.0998674326115,608.0,2263.0,320.0,275.0,828.0,840.0
Vilnius,Fabijoniškės,S. Stanevičiaus g.,67.18,3,5,9,Block house,Central,Fully equipped,,Storeroom Balcony Cellar Closet,Washing machine Furniture Refrigerator Kitchen furniture Stove Bath,Steel doors Code door lock,220.0,340.0,210.0,140.0,9,129900,"2,3%",1988,1988.0,0,1,S. Stanevičiaus g.,1977.50859030837,2761.0,9080.0,992.0,606.0,4054.0,3428.0
Vilnius,Fabijoniškės,Ateities g.,18.85,1,6,6,Brick,Central,Fully equipped,,,,,600.0,350.0,430.0,130.0,"22,62 €/month
~ 1,20 €/m²",37000,,1985,1985.0,0,0,Ateities g.,1984.1609657947686,182.0,497.0,52.0,23.0,203.0,219.0
Vilnius,Fabijoniškės,Vėtrungių g.,55.71,2,12,12,Brick,"Electric, gas",Fully equipped,,,Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Shower,Steel doors Code door lock,590.0,940.0,400.0,50.0,6,120000,"0,8%",2008,2008.0,0,1,,,,,,,,
Vilnius,Naujininkai,Šaltkalvių g.,20.7,1,1,9,Brick,Central,Fully equipped,,,,,230.0,320.0,530.0,580.0,"31,26 €/month
~ 1,51 €/m²",64900,,1972,1972.0,0,0,Šaltkalvių g.,1976.7072049054675,760.0,3914.0,550.0,344.0,1162.0,1858.0
Vilnius,Pašilaičiai,Eitminų g.,70.79,3,5,9,Brick,Central thermostat,Fully equipped,,Storeroom Balcony Cellar Parking space Closet,Furniture Refrigerator Kitchen furniture Stove Dish washer Bath,Steel doors Code door lock,150.0,1000.0,500.0,190.0,"39,64 €/month
~ 0,56 €/m²",175000,,2016,2016.0,0,0,Eitminų g.,1992.732299393122,816.0,1483.0,115.0,29.0,618.0,721.0
Vilnius,Žvėrynas,Paribio g.,24.24,1,2,7,Monolithic,Central thermostat,Fully equipped,A+,Balcony,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Shower Recuperation,Video surveillance,30.0,300.0,420.0,380.0,4,129999,"3,7%",2023,2023.0,0,1,Paribio g.,1981.5409523809524,398.0,1050.0,93.0,69.0,418.0,470.0
Vilnius,Pašilaičiai,Gabijos g.,60.01,2,3,4,Block house,Central thermostat,Fully equipped,,,,,230.0,360.0,240.0,280.0,17,149000,,2003,2003.0,0,0,Gabijos g.,1981.7732673267326,2284.0,6060.0,596.0,380.0,2549.0,2535.0
Vilnius,Viršuliškės,Buivydiškių g.,34.0,2,3,5,Brick,Central thermostat,Fully equipped,A+,Cellar,Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Shower,Steel doors Code door lock,220.0,350.0,250.0,90.0,6,98900,1%,1986,2022.0,1,1,,,,,,,,
Vilnius,Justiniškės,Rygos g.,56.25,2,7,9,Brick,Central thermostat,Fully equipped,,Terrace Parking space,Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower Recuperation,Steel doors Code door lock Video surveillance,180.0,360.0,110.0,210.0,9,162000,,2023,2023.0,0,0,Rygos g.,1978.1837837837838,1073.0,3515.0,400.0,291.0,1491.0,1333.0
Vilnius,Lazdynai,Architektų g.,80.9,4,4,5,Block house,Central,Fully equipped,,Balcony Cellar,,Steel doors Code door lock,230.0,80.0,210.0,200.0,"86,56 €/month
~ 1,07 €/m²",127000,"2,3%",1970,1970.0,0,1,Architektų g.,1975.3807254434737,4095.0,15108.0,1935.0,1554.0,5920.0,5699.0
Vilnius,Žirmūnai,Šeimyniškių g.,102.0,3,5,7,Brick,Gas,Fully equipped,B,Storeroom Balcony Parking space Closet,Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Shower Bath Recuperation,Steel doors Alarm system Code door lock,500.0,390.0,240.0,290.0,12,489000,"2,2%",2003,2003.0,0,1,Šeimyniškių g.,1982.42600896861,444.0,1115.0,92.0,67.0,450.0,506.0
Vilnius,Karoliniškės,Loretos Asanavičiūtės g.,45.6,2,12,12,Block house,Central,Fully equipped,,Storeroom Balcony,Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Bath,Steel doors Code door lock,340.0,240.0,120.0,80.0,15,105000,"4,5%",1975,1975.0,0,1,Loretos Asanavičiūtės g.,1975.9639611407083,930.0,3191.0,427.0,379.0,1199.0,1186.0
Vilnius,Senamiestis,M. Daukšos g.,38.2,2,1,2,Brick,"Electric, gas",Not equipped,,,,,240.0,50.0,300.0,80.0,24,119000,"1,7%",1940,1940.0,0,1,M. Daukšos g.,1981.6230529595016,119.0,321.0,46.0,20.0,114.0,141.0
Vilnius,Naujamiestis,Savanorių pr.,44.44,2,5,5,Block house,Central,Fully equipped,,Balcony Cellar Parking space,Washing machine Furniture Refrigerator Kitchen furniture Stove Shower,Steel doors Code door lock,320.0,200.0,70.0,100.0,"39,11 €/month
~ 0,88 €/m²",135000,,1962,1962.0,0,0,Savanorių pr.,1986.9210337401291,649.0,1393.0,87.0,34.0,603.0,669.0
Vilnius,Pilaitė,M. Mažvydo g.,44.0,2,1,6,Brick,Central thermostat,Fully equipped,B,Balcony,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Bath,Steel doors,220.0,220.0,160.0,280.0,5,129000,"2,3%",2008,2008.0,0,1,M. Mažvydo g.,1990.3647887323943,1060.0,2130.0,162.0,47.0,923.0,998.0
Vilnius,Baltupiai,Juozo Balčikonio g.,66.62,3,4,5,Brick,Central thermostat,Fully equipped,B,Balcony,Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Bath,Steel doors Code door lock,250.0,700.0,230.0,140.0,2,233170,,2012,2012.0,0,0,,,,,,,,
Vilnius,Pilaitė,Karaliaučiaus g.,30.45,1,4,4,Block house,Central thermostat,Fully equipped,A++,Balcony Closet,Conditioner Washing machine Furniture Refrigerator Floor heating system Dish washer Recuperation,Steel doors,630.0,630.0,610.0,440.0,4,132000,"1,5%",2024,2024.0,0,1,Karaliaučiaus g.,1986.1510349288487,1231.0,3092.0,345.0,119.0,1173.0,1455.0
Vilnius,Lazdynėliai,Žaibo g.,61.65,3,2,4,Brick,Central,Fully equipped,A+,Balcony Parking space,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Bath Recuperation,Steel doors Alarm system Code door lock Video surveillance,180.0,1700.0,390.0,360.0,0,230000,,2022,2022.0,0,0,,,,,,,,
Vilnius,Pilaitė,I. Simonaitytės g.,87.77,3,4,4,Brick,Central,Fully equipped,,Balcony,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Bath,Steel doors Code door lock,250.0,250.0,390.0,360.0,5,239000,"2,4%",2011,2011.0,0,1,I. Simonaitytės g.,1992.1115384615384,758.0,1300.0,83.0,30.0,581.0,606.0
Vilnius,Naujamiestis,Geležinio Vilko g.,34.0,2,3,5,Brick,Central,Fully equipped,,,Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Shower,Steel doors Code door lock,440.0,80.0,270.0,130.0,18,77000,,1977,1977.0,0,0,Geležinio Vilko g.,1980.4761904761904,6.0,21.0,5.0,2.0,1.0,13.0
Vilnius,Santariškės,Santariškių g.,39.27,2,1,3,Brick,Central,Fully equipped,,Terrace,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Shower Bath,Steel doors Alarm system Code door lock,120.0,2000.0,290.0,80.0,"10,21 €/month
~ 0,26 €/m²",149000,2%,2007,2007.0,0,1,,,,,,,,
Vilnius,Naujamiestis,Pamėnkalnio g.,79.38,3,4,4,Brick,Gas,Fully equipped,,,Washing machine Furniture Refrigerator Kitchen furniture Dish washer Bath,Code door lock,490.0,170.0,240.0,110.0,10,375000,"5,1%",1940,1940.0,0,1,Pamėnkalnio g.,1984.724336793541,371.0,867.0,89.0,31.0,330.0,417.0
Vilnius,Fabijoniškės,Fabijoniškių g.,33.8,1,2,11,Monolithic,Central thermostat,Fully equipped,,Balcony,Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Shower,,120.0,280.0,150.0,210.0,"25,69 €/month
~ 0,76 €/m²",124500,"1,6%",2016,2016.0,0,1,Fabijoniškių g.,1980.276953381484,2665.0,7615.0,802.0,475.0,3346.0,2992.0
Vilnius,Šnipiškės,Kalvarijų g.,82.0,4,2,2,Brick,Gas,Fully equipped,,,Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower Recuperation,Alarm system Code door lock,360.0,370.0,40.0,90.0,19,275000,"1,4%",1940,1940.0,0,1,Kalvarijų g.,1976.0398847437064,1816.0,6594.0,924.0,626.0,2480.0,2564.0
Vilnius,Senamiestis,Aukų g.,117.0,4,2,4,Brick,Central,Fully equipped,,Storeroom Balcony Cellar,Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Bath,Code door lock,570.0,90.0,150.0,80.0,"107,64 €/month
~ 0,92 €/m²",344000,"0,3%",1936,1936.0,0,1,,,,,,,,
Vilnius,Antakalnis,Antakalnio g.,36.0,2,1,5,Brick,Central,Fully equipped,,Cellar,Washing machine Refrigerator Kitchen furniture Stove Bath,,180.0,460.0,300.0,60.0,"46,80 €/month
~ 1,30 €/m²",98000,"3,2%",1963,1963.0,0,1,Antakalnio g.,1975.7874720357943,1212.0,4470.0,623.0,406.0,1601.0,1840.0
Vilnius,Žvėrynas,Elnių g.,50.19,2,7,8,Brick,Central thermostat,Fully equipped,,,,,110.0,410.0,390.0,340.0,"26,10 €/month
~ 0,52 €/m²",187000,,2001,2001.0,0,0,Elnių g.,1988.0116822429907,212.0,428.0,33.0,12.0,170.0,213.0
Vilnius,Justiniškės,Rygos g.,47.46,2,5,6,Brick,Central,Fully equipped,,Balcony Parking space,Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Bath,Steel doors Code door lock,220.0,320.0,200.0,230.0,"27,05 €/month
~ 0,57 €/m²",149000,,2020,2020.0,0,0,Rygos g.,1978.1837837837838,1073.0,3515.0,400.0,291.0,1491.0,1333.0
Vilnius,Lazdynėliai,Žaros g.,49.35,2,3,3,Brick,Gas,Fully equipped,,,,,670.0,1100.0,460.0,360.0,0,152000,5%,2015,2015.0,0,1,,,,,,,,
Vilnius,Burbiškės,Burbiškių g.,61.31,3,4,4,Brick,Gas,Fully equipped,A+,Terrace,Furniture,,680.0,600.0,750.0,930.0,1,306200,"3,2%",2021,2021.0,0,1,,,,,,,,
Vilnius,Naujoji Vilnia,Pramonės g.,28.0,1,4,4,Brick,Electric,Fully equipped,,Parking space,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove,Steel doors Video surveillance,480.0,640.0,780.0,250.0,1,59000,,1970,2019.0,1,0,Pramonės g.,1981.2234432234432,186.0,546.0,72.0,43.0,183.0,248.0
Vilnius,Lazdynai,Architektų g.,62.5,3,5,12,Block house,Central,Fully equipped,,Storeroom Balcony,Washing machine Furniture Refrigerator Kitchen furniture Stove Shower,Steel doors Code door lock,310.0,290.0,200.0,110.0,"61,88 €/month
~ 0,99 €/m²",115000,"0,4%",1971,1971.0,0,1,Architektų g.,1975.3807254434737,4095.0,15108.0,1935.0,1554.0,5920.0,5699.0
Vilnius,Justiniškės,Justiniškių g.,74.0,3,4,16,Monolithic,Central,Fully equipped,,Storeroom Balcony,Kitchen furniture Stove Dish washer,Code door lock,210.0,290.0,200.0,150.0,13,149999,2%,1986,1986.0,0,1,Justiniškių g.,1977.4186711121695,1287.0,4199.0,490.0,370.0,1787.0,1552.0
Vilnius,Senamiestis,Vingrių g.,39.0,2,2,3,Brick,Gas,Fully equipped,,,,,300.0,240.0,220.0,40.0,31,241900,1%,2017,2017.0,1,1,Vingrių g.,1986.4644670050761,172.0,394.0,36.0,13.0,143.0,202.0
Vilnius,Viršuliškės,Viršilų g.,41.0,2,16,21,Monolithic,Central thermostat,Fully equipped,,,,,380.0,280.0,680.0,190.0,12,169000,,2023,2023.0,0,0,Viršilų g.,1989.967741935484,233.0,434.0,46.0,10.0,168.0,210.0
Vilnius,Burbiškės,Burbiškių g.,58.0,2,2,3,Brick,Gas,Fully equipped,,Balcony Parking space,Refrigerator Kitchen furniture Stove Dish washer Shower,Steel doors Code door lock Video surveillance,1600.0,600.0,1100.0,520.0,1,185000,,2013,2013.0,0,0,,,,,,,,
Vilnius,Šiaurės miestelis,Ulonų g.,59.77,2,7,9,Brick,Central,Fully equipped,,Balcony,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Bath,Code door lock,120.0,510.0,120.0,30.0,"57,38 €/month
~ 0,96 €/m²",195000,"5,4%",2009,2009.0,0,1,,,,,,,,
Vilnius,Pilaitė,Nidos g.,50.74,2,2,9,Monolithic,Central thermostat,Fully equipped,,Storeroom Balcony Closet,Refrigerator Kitchen furniture Stove Dish washer,Steel doors Code door lock Video surveillance,280.0,280.0,130.0,200.0,6,135000,"1,5%",2015,2015.0,0,1,Nidos g.,1991.8526315789475,330.0,570.0,27.0,16.0,269.0,258.0
Vilnius,Naujamiestis,Skroblų g.,56.39,3,3,5,Brick,Central,Fully equipped,,Storeroom Balcony,Washing machine Furniture Refrigerator Kitchen furniture Stove,Steel doors,130.0,210.0,240.0,190.0,"88,53 €/month
~ 1,57 €/m²",145000,"5,8%",1961,1961.0,0,1,,,,,,,,
Vilnius,Fabijoniškės,Vėtrungių g.,37.0,1,4,9,Block house,Central thermostat,Fully equipped,,,,,640.0,570.0,200.0,140.0,10,102000,"4,7%",2005,2005.0,0,1,,,,,,,,
Vilnius,Santariškės,M. Bukšos g.,96.22,4,2,2,Brick,Geothermal,Fully equipped,,Terrace Sauna Parking space Closet,Furniture Refrigerator Floor heating system Kitchen furniture Stove Fireplace Dish washer Shower Bath,,310.0,1800.0,230.0,420.0,1,299000,,2016,2016.0,0,0,,,,,,,,
Vilnius,Pilaitė,Gilužio g.,40.0,1,5,6,Brick,Central,Fully equipped,,Balcony Cellar,Washing machine Refrigerator Kitchen furniture Stove Bath,Steel doors Code door lock,340.0,190.0,140.0,300.0,"30,00 €/month
~ 0,75 €/m²",99900,,2006,2006.0,0,0,Gilužio g.,1988.6024096385543,451.0,996.0,76.0,17.0,424.0,479.0
Vilnius,Žirmūnai,Riterių g.,39.35,2,3,7,Monolithic,Central thermostat,Fully equipped,,Storeroom Balcony Parking space,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Bath,Steel doors Code door lock Video surveillance,310.0,560.0,480.0,110.0,6,160000,,2024,2024.0,0,0,,,,,,,,
Vilnius,Senamiestis,M. Daukšos g.,66.75,4,1,3,Brick,Gas,Not equipped,,Storeroom Cellar Parking space,,,180.0,90.0,210.0,80.0,32,200000,"8,7%",1940,2015.0,1,1,M. Daukšos g.,1981.6230529595016,119.0,321.0,46.0,20.0,114.0,141.0
Vilnius,Naujamiestis,Kauno g.,32.47,1,9,9,Brick,Central,Fully equipped,,Storeroom Balcony,Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Bath,Code door lock,400.0,310.0,130.0,50.0,"22,40 €/month
~ 0,69 €/m²",122000,,1978,1978.0,0,0,Kauno g.,1985.188351920694,248.0,807.0,70.0,28.0,282.0,427.0
Vilnius,Pašilaičiai,Ukmergės g.,87.0,3,5,6,Brick,Gas,Fully equipped,,,,,160.0,430.0,170.0,250.0,19,192000,3%,2002,2002.0,0,1,Ukmergės g.,1990.6511532125205,1289.0,2428.0,140.0,35.0,967.0,1286.0
Vilnius,Žirmūnai,Riterių g.,30.0,1,3,7,Block house,Central thermostat,Fully equipped,,,,,310.0,560.0,480.0,110.0,6,135000,,2023,2023.0,0,0,,,,,,,,
Vilnius,Lazdynai,Architektų g.,47.0,2,3,5,Monolithic,Central,Fully equipped,,Storeroom Balcony,Furniture Refrigerator Kitchen furniture Stove Dish washer Shower,Steel doors Code door lock,300.0,270.0,180.0,70.0,"47,94 €/month
~ 1,02 €/m²",126500,,1978,1978.0,0,0,Architektų g.,1975.3807254434737,4095.0,15108.0,1935.0,1554.0,5920.0,5699.0
Vilnius,Šeškinė,Šeškinės g.,34.0,2,5,5,Block house,Central,Fully equipped,,Balcony,Conditioner Refrigerator Kitchen furniture Stove Bath,Steel doors Code door lock,220.0,70.0,490.0,140.0,"25,16 €/month
~ 0,74 €/m²",94000,"2,2%",1982,1982.0,0,1,Šeškinės g.,1977.569587628866,1205.0,3880.0,453.0,336.0,1569.0,1522.0
Vilnius,Karoliniškės,Rolando Jankausko g.,62.5,3,12,12,Block house,Central,Fully equipped,,Storeroom Balcony,Furniture,Steel doors Code door lock,540.0,260.0,130.0,70.0,14,105000,,1974,1974.0,0,0,Rolando Jankausko g.,1975.1729428172944,358.0,1434.0,218.0,164.0,518.0,534.0
Vilnius,Naujamiestis,Naugarduko g.,55.7,3,3,8,Brick,Central thermostat,Fully equipped,A++,Balcony Parking space,Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Recuperation,Steel doors Code door lock Video surveillance,260.0,330.0,180.0,50.0,"31,19 €/month
~ 0,56 €/m²",333123,"7,2%",2020,2020.0,0,1,Naugarduko g.,1979.357006673022,584.0,2098.0,317.0,133.0,722.0,926.0
Vilnius,Šeškinė,Siesikų g.,40.0,2,8,10,Brick,"Central, electric",Fully equipped,A,Terrace Attic,Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Shower Recuperation,Steel doors Code door lock Video surveillance,560.0,450.0,310.0,140.0,"16,40 €/month
~ 0,41 €/m²",215000,,2020,2020.0,0,0,Siesikų g.,1985.4311377245508,121.0,334.0,31.0,17.0,135.0,151.0
Vilnius,Baltupiai,Trinapolio g.,18.81,1,8,12,Brick,Central,Fully equipped,,,,,260.0,510.0,300.0,130.0,3,59000,"4,8%",1974,1974.0,0,1,,,,,,,,
Vilnius,Pilaitė,Tolminkiemio g.,65.82,3,1,5,Other,Central thermostat,Fully equipped,,Terrace Parking space Closet,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Bath Recuperation,Steel doors,460.0,460.0,450.0,290.0,"24,35 €/month
~ 0,37 €/m²",195000,2%,2019,2019.0,0,1,Tolminkiemio g.,1986.3150561797752,901.0,2225.0,190.0,78.0,946.0,1011.0
Vilnius,Šnipiškės,Rinktinės g.,78.0,3,1,9,Brick,Central thermostat,Fully equipped,A+,Storeroom Terrace Parking space Closet,Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Shower Bath,Steel doors Alarm system Code door lock Video surveillance,80.0,270.0,240.0,280.0,"39,00 €/month
~ 0,50 €/m²",360000,"2,7%",2014,2014.0,0,1,Rinktinės g.,1978.3413014608234,223.0,753.0,90.0,65.0,283.0,315.0
Vilnius,Vilkpėdė,Eigulių g.,80.35,3,1,7,Other,Central thermostat,Fully equipped,,,,,810.0,710.0,490.0,420.0,2,333000,,2023,2023.0,0,0,Eigulių g.,1975.6666666666667,2.0,6.0,1.0,1.0,3.0,1.0
Vilnius,Justiniškės,Mozūriškių g.,60.38,3,1,2,Brick,Aerothermal,Partially equipped,A++,Terrace,,Video surveillance,490.0,490.0,580.0,570.0,0,174900,,2023,2023.0,0,0,Mozūriškių g.,1993.6376470588236,216.0,425.0,26.0,3.0,186.0,210.0
Vilnius,Baltupiai,Vito Gerulaičio g.,46.74,2,7,7,Brick,Central thermostat,Partially equipped,A++,Balcony,,Steel doors Code door lock,140.0,470.0,320.0,90.0,9,200000,,2025,2025.0,0,0,,,,,,,,
Vilnius,Naujininkai,Panevėžio g.,52.08,3,3,5,Monolithic,Central thermostat,Partially equipped,,Balcony,Recuperation,Steel doors Code door lock Video surveillance,130.0,170.0,50.0,160.0,8,181283,,2024,2024.0,0,0,Panevėžio g.,1977.372340425532,152.0,658.0,115.0,33.0,245.0,265.0
Vilnius,Naujamiestis,T. Ševčenkos g.,14.57,1,2,4,Brick,Central thermostat,Fully equipped,C,,Conditioner Furniture Refrigerator Shower,,200.0,50.0,230.0,40.0,24,62700,"1,6%",1952,2009.0,1,1,T. Ševčenkos g.,1983.4374209860935,276.0,791.0,85.0,34.0,293.0,379.0
Vilnius,Naujamiestis,Panerių g.,71.91,3,1,2,Brick,Geothermal,Partially equipped,,Terrace,,,570.0,390.0,350.0,280.0,31,329760,,2024,2024.0,0,0,Panerių g.,1984.8723958333333,100.0,384.0,39.0,23.0,115.0,207.0
Vilnius,Justiniškės,Sidaronių g.,54.59,3,2,3,Other,Central thermostat,Partially equipped,A++,Balcony,Recuperation,Video surveillance,660.0,720.0,740.0,80.0,0,178965,,2024,2024.0,0,0,Sidaronių g.,1993.1571428571428,66.0,140.0,11.0,3.0,52.0,74.0
Vilnius,Senamiestis,Panerių g.,74.57,3,1,2,Brick,Geothermal,Partially equipped,,Terrace,,,570.0,390.0,350.0,280.0,31,329760,,2023,2023.0,0,0,,,,,,,,
Vilnius,Lazdynai,Architektų g.,70.8,3,15,16,Monolithic,Central,Fully equipped,,,,,260.0,150.0,220.0,90.0,"80,00 €/month
~ 1,13 €/m²",189000,,1991,2010.0,1,0,Architektų g.,1975.3807254434737,4095.0,15108.0,1935.0,1554.0,5920.0,5699.0
Vilnius,Žvėrynas,Paribio g.,27.14,1,1,7,Monolithic,Central thermostat,Partially equipped,,Balcony Parking space,Floor heating system Recuperation,Steel doors Code door lock Video surveillance,150.0,300.0,490.0,420.0,3,114500,,2024,2024.0,0,0,Paribio g.,1981.5409523809524,398.0,1050.0,93.0,69.0,418.0,470.0
Vilnius,Paupys,Paupio g.,41.8,2,2,4,Brick,Central thermostat,Partially equipped,,Balcony Closet,Conditioner,Steel doors Code door lock Video surveillance,660.0,530.0,250.0,70.0,5,219450,,2024,2024.0,0,0,,,,,,,,
Vilnius,Naujamiestis,Algirdo g.,45.49,2,2,5,Brick,Central thermostat,Partially equipped,,Balcony,Floor heating system,Steel doors Code door lock Video surveillance,540.0,570.0,410.0,340.0,9,168300,,2024,2024.0,0,0,Algirdo g.,1978.9120481927712,516.0,1660.0,232.0,118.0,572.0,738.0
Vilnius,Žvėrynas,Paribio g.,41.5,2,1,7,Monolithic,Central thermostat,Partially equipped,,Balcony Parking space,Floor heating system Recuperation,Steel doors Code door lock Video surveillance,150.0,300.0,490.0,420.0,3,168700,,2024,2024.0,0,0,Paribio g.,1981.5409523809524,398.0,1050.0,93.0,69.0,418.0,470.0
Vilnius,Žvėrynas,Paribio g.,41.23,2,0,7,Monolithic,Central thermostat,Partially equipped,,Balcony Parking space,Floor heating system Recuperation,Steel doors Code door lock Video surveillance,70.0,300.0,470.0,420.0,3,167800,,2024,2024.0,0,0,Paribio g.,1981.5409523809524,398.0,1050.0,93.0,69.0,418.0,470.0
Vilnius,Žvėrynas,Paribio g.,67.52,4,3,7,Monolithic,Central thermostat,Partially equipped,,Balcony Parking space,Floor heating system Recuperation,Steel doors Code door lock Video surveillance,150.0,300.0,490.0,420.0,3,295100,,2024,2024.0,0,0,Paribio g.,1981.5409523809524,398.0,1050.0,93.0,69.0,418.0,470.0
Vilnius,Naujamiestis,Panerių g.,17.0,1,4,4,Brick,Electric,Fully equipped,,,Washing machine Furniture Refrigerator Kitchen furniture Stove Recuperation,Steel doors Code door lock,530.0,290.0,340.0,20.0,6,69900,,1987,2020.0,1,0,Panerių g.,1984.8723958333333,100.0,384.0,39.0,23.0,115.0,207.0
Vilnius,Markučiai,Manufaktūrų g.,43.93,2,2,6,Other,Central thermostat,Partially equipped,,,,,290.0,610.0,130.0,310.0,4,171327,,2024,2024.0,0,0,,,,,,,,
Vilnius,Šeškinė,Dūkštų g.,36.0,1,5,5,Block house,Central,Fully equipped,,Balcony Cellar,Washing machine Furniture Refrigerator Kitchen furniture Stove Shower,Steel doors Code door lock,150.0,370.0,130.0,110.0,21,89000,,1979,1979.0,0,0,Dūkštų g.,1975.2528368794326,769.0,2820.0,374.0,270.0,1161.0,1015.0
Vilnius,Pilaitė,Karaliaučiaus g.,60.3,3,3,8,Brick,Central thermostat,Fully equipped,,Balcony,Floor heating system Recuperation,Steel doors,60.0,240.0,300.0,40.0,"37,99 €/month
~ 0,63 €/m²",177800,,2022,2022.0,0,0,Karaliaučiaus g.,1986.1510349288487,1231.0,3092.0,345.0,119.0,1173.0,1455.0
Vilnius,Šeškinė,Gelvonų g.,29.93,2,2,5,Block house,Central thermostat,Partially equipped,,,,,350.0,300.0,380.0,50.0,26,101300,,2025,2025.0,0,0,Gelvonų g.,1975.9569842014703,1485.0,6393.0,725.0,530.0,2451.0,2687.0
Vilnius,Pašilaičiai,Gileikių g.,33.15,1,1,5,Brick,Central thermostat,Partially equipped,A++,Balcony,Floor heating system,Steel doors Code door lock Video surveillance,440.0,620.0,160.0,120.0,12,101108,,2025,2025.0,0,0,,,,,,,,
Vilnius,Pilaitė,M. Mažvydo g.,32.18,1,1,8,Block house,Central thermostat,Partially equipped,,,,,380.0,510.0,330.0,140.0,7,92000,,2024,2024.0,0,0,M. Mažvydo g.,1990.3647887323943,1060.0,2130.0,162.0,47.0,923.0,998.0
Vilnius,Bajorai,Salaspilio g.,76.72,4,1,4,Brick,Gas,Partially equipped,A++,Terrace,Floor heating system,Steel doors Code door lock,1300.0,920.0,720.0,640.0,0,173000,,2023,2023.0,0,0,,,,,,,,
Vilnius,Vilkpėdė,Eigulių g.,69.66,3,5,7,Other,Central thermostat,Partially equipped,,,,,810.0,710.0,490.0,420.0,2,280000,,2023,2023.0,0,0,Eigulių g.,1975.6666666666667,2.0,6.0,1.0,1.0,3.0,1.0
Vilnius,Pašilaičiai,Edinburgo g.,30.0,1,2,7,Brick,"Electric, central thermostat",Fully equipped,A,Storeroom Balcony,Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower Bath Recuperation,Steel doors Code door lock Video surveillance,890.0,1600.0,1100.0,170.0,1,99000,,2023,2023.0,0,0,Edinburgo g.,1979.1777777777777,8.0,45.0,6.0,3.0,18.0,18.0
Vilnius,Užupis,Filaretų g.,39.37,2,4,5,Brick,Central,Partially equipped,A+,,Floor heating system,Steel doors Code door lock Video surveillance,110.0,130.0,390.0,50.0,3,212598,,2025,2025.0,0,0,,,,,,,,
Vilnius,Naujininkai,Kaminkelio g.,32.22,2,2,5,Brick,Central thermostat,Partially equipped,,Balcony Parking space,Floor heating system Recuperation,Code door lock Video surveillance,380.0,340.0,300.0,560.0,1,98000,,2024,2024.0,0,0,Kaminkelio g.,1983.8784757981462,333.0,971.0,80.0,39.0,399.0,453.0
