city;neighbourhood;street;price;House No.;Area;Number of rooms;Floor;No. of floors;Build year;Building type;Heating system;Equipment;Building Energy Efficiency Class;Description;Additional premises;Additional Equipment;Security;Nearest kindergarten;Nearest educational institution;Nearest shop;Public transport stop;crime;Object;Flat No.
Vilnius;Senamiestis;Vokiečių g.;225 000 € (4 428 €/m²);28;50,81 m²;2;2;4;1940;Brick;Central;Fully equipped;;High ceiling Separate bathroom and WC Kitchen merged with room;;Furniture Plastic pipes;Steel doors Code door lock;140 m;70 m;90 m;20 m;"70,12 €/month
~ 1,38 €/m²";;
Vilnius;Lazdynai;Architektų g.;"Price decreased 1,5%
125 000 € (1 964 €/m²)";182;63,66 m²;3;2;9;1971;Block house;Central;Fully equipped;;Separate bathroom and WC;Balcony Cellar;Bath;Code door lock Video surveillance;120 m;250 m;420 m;380 m;"71,30 €/month
~ 1,12 €/m²";;
Vilnius;Žvėrynas;Paribio g.;150 600 € (4 298 €/m²);12;35,04 m²;2;2;7;2024;Monolithic;Central thermostat;Partially equipped;A+;New sewage system New electrical installation Private yard Kitchen merged with room;Terrace;;Code door lock Video surveillance;150 m;300 m;490 m;420 m;3;;
Vilnius;Žvėrynas;Paribio g.;165 000 € (4 139 €/m²);12;39,86 m²;2;2;7;2024;Monolithic;Central thermostat;Partially equipped;A+;New sewage system New electrical installation Private yard Kitchen merged with room;;;Code door lock Video surveillance;150 m;300 m;490 m;420 m;3;;
Vilnius;Senamiestis;Bokšto g.;350 000 € (4 487 €/m²);;78 m²;3;2;4;2000;Brick;Central;Fully equipped;;;;;;480 m;20 m;140 m;120 m;28;;
Vilnius;Senamiestis;Vokiečių g.;"Price decreased 7,2%
259 000 € (4 903 €/m²)";1;52,83 m²;2;2;4;1958;Brick;Central;Fully equipped;;High ceiling Internet;Storeroom Cellar Closet;Furniture Refrigerator Kitchen furniture Stove Shower;Steel doors Code door lock;310 m;190 m;110 m;40 m;"48,60 €/month
~ 0,92 €/m²";;
Vilnius;Naujamiestis;Vasario 16-osios g.;235 000 € (3 620 €/m²);8;64,92 m²;2;1;4;1952;Brick;Central;Fully equipped;;High ceiling New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room;Storeroom Parking space;Washing machine Furniture Refrigerator Kitchen furniture Plastic pipes Dish washer Shower;Steel doors Alarm system Code door lock;520 m;260 m;290 m;80 m;15;;
Vilnius;Pilaitė;Karaliaučiaus g.;199 000 € (2 065 €/m²);8;96,36 m²;3;6;7;1996;Monolithic;Central;Fully equipped;;Separate bathroom and WC;Balcony Cellar;Bath;Steel doors Code door lock;170 m;310 m;50 m;80 m;"79,02 €/month
~ 0,82 €/m²";;
Vilnius;Senamiestis;Aguonų g.;695 000 € (5 346 €/m²);11;130 m²;4;6;6;2019;Monolithic;Central thermostat;Partially equipped;;;;;;270 m;70 m;310 m;270 m;33;;
Vilnius;Markučiai;Subačiaus g.;670 000 € (2 500 €/m²);;268 m²;7;3;3;2019;Brick;Central thermostat;Partially equipped;;;;;;460 m;260 m;480 m;140 m;4;;
Vilnius;Balsiai;Žalčių g.;"Price decreased 4,2%
115 000 € (2 707 €/m²)";;42,48 m²;2;2;3;1997 construction, 2021 renovation;Brick;Electric;Fully equipped;B;Internet Kitchen merged with room;Balcony;Washing machine;Steel doors;60 m;400 m;820 m;180 m;0;;
Vilnius;Žirmūnai;Žirmūnų g.;179 000 € (1 432 €/m²);;125 m²;3;2;3;1960;Brick;Central thermostat;Partially equipped;;;;;;190 m;260 m;150 m;100 m;11;;
Vilnius;Valakampiai;Nemenčinės pl.;505 000 € (5 090 €/m²);45;99,21 m²;3;2;3;2007;Brick;Gas;Fully equipped;;;Balcony Parking space;Fireplace;Code door lock;610 m;1,4 km;360 m;180 m;2;;
Vilnius;Antakalnis;Švyturio g.;135 000 € (2 923 €/m²);3;46,18 m²;2;2;5;1962;Block house;Central;Fully equipped;;;;;;320 m;440 m;140 m;200 m;"44,33 €/month
~ 0,96 €/m²";;
Vilnius;Žirmūnai;Žirmūnų g.;"Price decreased 2,9%
67 000 € (2 310 €/m²)";68;29 m²;2;2;3;2023;Brick;Central thermostat;Partially equipped;;;;;;190 m;260 m;150 m;100 m;11;;
Vilnius;Šeškinė;Šeškinės g.;"Price decreased 1%
101 000 € (2 014 €/m²)";69;50,16 m²;2;3;5;1979;Block house;Central;Fully equipped;;Separate bathroom and WC;Storeroom Balcony Cellar;Washing machine Furniture Refrigerator Kitchen furniture Bath;Code door lock;140 m;220 m;150 m;250 m;"62,20 €/month
~ 1,24 €/m²";;
Vilnius;Markučiai;Subačiaus g.;332 500 € (2 500 €/m²);;133 m²;4;2;3;2019;Brick;Central thermostat;Partially equipped;;;;;;460 m;260 m;480 m;140 m;4;;
Vilnius;Šnipiškės;Kalvarijų g.;249 000 € (1 415 €/m²);;176 m²;6;1;1;1940;Brick;Gas;Fully equipped;;;;;;120 m;450 m;110 m;160 m;18;;
Vilnius;Naujoji Vilnia;A. Kojelavičiaus g.;"Price decreased 3,6%
135 000 € (1 425 €/m²)";125;94,76 m²;5;1;2;1940;Brick;Electric, gas;Fully equipped;;Private entrance Separate bathroom and WC New sewage system;;Washing machine Furniture Refrigerator Kitchen furniture Stove Shower;;830 m;1,1 km;610 m;110 m;3;;3
Vilnius;Senamiestis;J. Savickio g.;"Price decreased 7,1%
250 000 € (4 091 €/m²)";19;61,11 m²;2;1;4;1940;Brick;Central;Fully equipped;;Private entrance High ceiling New sewage system New electrical installation Internet Kitchen merged with room;;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower Recuperation;Steel doors;580 m;190 m;230 m;130 m;9;;4
Vilnius;Naujamiestis;Aguonų g.;485 000 € (6 831 €/m²);11;71 m²;3;6;6;2019;Monolithic;Central thermostat;Not equipped;;High ceiling Private yard;Terrace;;Steel doors;270 m;70 m;310 m;270 m;33;;
Vilnius;Rasos;Liepkalnio g.;32 222 € (533 €/m²);58;60,47 m²;3;1;1;1940;Wooden house;Solid fuel;Other;;Sale by auction;;;;440 m;440 m;830 m;160 m;5;;2
Vilnius;Senamiestis;Gynėjų g.;"Price decreased 2,2%
269 000 € (3 940 €/m²)";14;68,27 m²;2;4;9;2006;Brick;Central thermostat;Fully equipped;;;;;;490 m;100 m;340 m;140 m;"59,39 €/month
~ 0,87 €/m²";;
Vilnius;Senamiestis;Totorių g.;152 000 € (5 067 €/m²);;30 m²;1;1;3;1950;Brick;Central;Other;;Private yard;;;;320 m;170 m;250 m;210 m;33;;
Vilnius;Žemieji Paneriai;Savanorių pr.;"Price decreased 6,7%
70 000 € (1 944 €/m²)";224;36 m²;2;5;5;1976;Brick;Central;Fully equipped;;Cable television;Storeroom;Washing machine Furniture Refrigerator Kitchen furniture Stove Bath;;1,6 km;530 m;110 m;60 m;"40,32 €/month
~ 1,12 €/m²";;56
Vilnius;Vilkpėdė;Eigulių g.;"Price decreased 2,1%
194 900 € (4 200 €/m²)";7;46,4 m²;3;5;7;2023;Brick;Central thermostat;Partially equipped;A+;New sewage system New electrical installation Kitchen merged with room;Balcony;Floor heating system Recuperation;Steel doors Video surveillance Code door lock;810 m;710 m;490 m;420 m;2;;
Vilnius;Naujamiestis;Eigulių g.;"Price decreased 2,1%
194 900 € (4 200 €/m²)";7;46,4 m²;2;5;7;2023;Brick;Central thermostat;Partially equipped;A+;New sewage system New electrical installation Kitchen merged with room;Balcony;Floor heating system Recuperation;Steel doors Video surveillance Code door lock;810 m;710 m;490 m;420 m;2;;
Vilnius;Senamiestis;T. Vrublevskio g.;515 000 € (6 438 €/m²);;80 m²;3;4;5;1883 construction, 2020 renovation;Brick;Gas;Fully equipped;;High ceiling New sewage system New electrical installation Internet Kitchen merged with room;Balcony;Furniture Floor heating system Kitchen furniture;Steel doors Code door lock;460 m;260 m;310 m;70 m;14;;
Vilnius;Užupis;Malūnų g.;189 000 € (4 345 €/m²);;43,5 m²;2;1;2;1940;Brick;Gas, solid fuel;Fully equipped;;Private entrance High ceiling;Terrace Parking space;;;260 m;200 m;170 m;90 m;17;;
Vilnius;Žvėrynas;Paribio g.;188 100 € (3 915 €/m²);;48,05 m²;2;2;7;2023;Monolithic;Central thermostat;Partially equipped;A+;New sewage system New electrical installation Kitchen merged with room;Balcony Closet;;Steel doors Code door lock Video surveillance;150 m;300 m;490 m;420 m;3;;
Vilnius;Žvėrynas;Paribio g.;190 000 € (4 468 €/m²);;42,52 m²;2;3;7;2023;Monolithic;Central thermostat;Partially equipped;A+;New sewage system New electrical installation Private yard Kitchen merged with room;Balcony;;Steel doors Code door lock Video surveillance;150 m;300 m;490 m;420 m;3;;
Vilnius;Senamiestis;K. Vanagėlio g.;543 405 € (8 500 €/m²);;63,93 m²;3;4;4;2025;Brick;Central thermostat;Partially equipped;;;;;;140 m;90 m;180 m;130 m;13;;
Vilnius;Senamiestis;K. Vanagėlio g.;"Price increased 6,7%
658 640 € (8 000 €/m²)";;82,33 m²;3;3;4;2025;Brick;Central thermostat;Partially equipped;;;;;;140 m;90 m;180 m;130 m;13;;
Vilnius;Senamiestis;K. Vanagėlio g.;560 175 € (7 500 €/m²);;74,69 m²;3;2;4;2025;Brick;Central thermostat;Partially equipped;;;;;;140 m;90 m;180 m;130 m;13;;
Vilnius;Senamiestis;K. Vanagėlio g.;283 402 € (6 200 €/m²);;45,71 m²;2;1;4;2025;Brick;Central thermostat;Partially equipped;;;;;;140 m;90 m;180 m;130 m;13;;
Vilnius;Senamiestis;K. Vanagėlio g.;420 615 € (6 500 €/m²);;64,71 m²;3;2;4;2025;Brick;Central thermostat;Partially equipped;;;;;;180 m;80 m;250 m;70 m;14;;
Vilnius;Filaretai;Peteliškių g.;"Price decreased 2,2%
220 000 € (4 231 €/m²)";6;52 m²;1;4;5;1979 construction, 2016 renovation;Brick;Central;Fully equipped;;New sewage system New electrical installation Internet Cable television Kitchen merged with room;Balcony Cellar Closet;Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Shower;Steel doors Code door lock;510 m;240 m;140 m;90 m;"31,20 €/month
~ 0,60 €/m²";;
Vilnius;Senamiestis;K. Vanagėlio g.;822 240 € (8 000 €/m²);;102,78 m²;3;3;4;2025;Brick;Central thermostat;Partially equipped;;;;;;180 m;80 m;250 m;70 m;14;;
Vilnius;Senamiestis;K. Vanagėlio g.;502 435 € (8 500 €/m²);;59,11 m²;2;4;4;2025;Brick;Central thermostat;Partially equipped;;;;;;180 m;80 m;250 m;70 m;14;;
Vilnius;Senamiestis;K. Vanagėlio g.;554 550 € (7 500 €/m²);;73,94 m²;3;3;4;2025;Brick;Central thermostat;Partially equipped;;;;;;180 m;80 m;250 m;70 m;14;;
Vilnius;Senamiestis;K. Vanagėlio g.;298 350 € (6 500 €/m²);;45,9 m²;2;2;4;2025;Brick;Central thermostat;Partially equipped;;;;;;180 m;80 m;250 m;70 m;14;;
Vilnius;Senamiestis;K. Vanagėlio g.;407 165 € (5 500 €/m²);;74,03 m²;2;1;4;2025;Brick;Central thermostat;Partially equipped;;;;;;180 m;80 m;250 m;70 m;14;;
Vilnius;Senamiestis;K. Vanagėlio g.;"Price increased 3,4%
401 100 € (6 000 €/m²)";;66,85 m²;3;1;4;2025;Brick;Central thermostat;Partially equipped;;;;;;180 m;80 m;250 m;70 m;14;;
Vilnius;Senamiestis;Pranciškonų g.;"Price decreased 1,6%
369 000 € (4 671 €/m²)";4A;79 m²;3;1;2;1940;Brick;Central thermostat;Fully equipped;;Private entrance High ceiling Two-floor flat New sewage system New electrical installation Private yard Kitchen merged with room;Terrace Cellar Parking space;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Fireplace Plastic pipes Shower Bath;Steel doors Code door lock;110 m;160 m;140 m;120 m;23;;
Vilnius;Senamiestis;Gedimino pr.;990 000 € (6 778 €/m²);;146,07 m²;4;2;3;1940;Brick;Gas;Fully equipped;;High ceiling New electrical installation;Balcony Closet;Furniture;Steel doors Alarm system Code door lock Video surveillance;420 m;160 m;130 m;130 m;"157,76 €/month
~ 1,08 €/m²";;
Vilnius;Viršuliškės;Viršilų g.;190 000 € (4 901 €/m²);6;38,77 m²;2;18;20;2023;Monolithic;Central thermostat;Fully equipped;A+;High ceiling New electrical installation Kitchen merged with room;Balcony Parking space;Furniture Kitchen furniture Stove Plastic pipes Shower Recuperation;Steel doors;380 m;280 m;680 m;190 m;12;;
Vilnius;Žvėrynas;Vytauto g.;153 955 € (2 164 €/m²);48;71,13 m²;4;2;2;1940;Brick;Other;Other;;Sale by auction;;;;110 m;180 m;320 m;130 m;3;;9
Vilnius;Naujamiestis;Savanorių pr.;140 000 € (2 465 €/m²);37;56,79 m²;3;3;5;1962;Block house;Central;Fully equipped;;Internet;Balcony;Furniture Refrigerator Kitchen furniture Stove Bath;Steel doors;310 m;100 m;120 m;110 m;"40,89 €/month
~ 0,72 €/m²";;
Vilnius;Santariškės;J. Franko g.;415 000 € (2 746 €/m²);;151,12 m²;5;3;4;2006;Brick;Central thermostat;Fully equipped;;High ceiling Two-floor flat Kitchen merged with room;Storeroom Parking space Closet;Conditioner Furniture Floor heating system;Steel doors Alarm system Code door lock;180 m;1,8 km;120 m;330 m;2;;
Vilnius;Fabijoniškės;Ukmergės g.;"Price increased 48,6%
89 000 € (3 296 €/m²)";409;27 m²;2;1;2;1940;Carcass house;Solid fuel;Not equipped;;;;;;690 m;1,4 km;920 m;450 m;0;;
Vilnius;Šnipiškės;Krokuvos g.;"Price decreased 8,7%
209 000 € (3 128 €/m²)";;66,82 m²;2;6;9;1999;Brick;Central thermostat;Fully equipped;C;;;;;50 m;400 m;250 m;260 m;"44,10 €/month
~ 0,66 €/m²";;
Vilnius;Šnipiškės;Konstitucijos pr.;324 000 € (5 438 €/m²);15;59,58 m²;2;8;29;2019;Monolithic;Electric, central thermostat;Fully equipped;A+;Private entrance High ceiling New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room;Storeroom Balcony Closet;Conditioner Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Shower Recuperation;Steel doors Code door lock Video surveillance Guard;320 m;110 m;280 m;90 m;"55,41 €/month
~ 0,93 €/m²";;
Vilnius;Lazdynai;Architektų g.;"Price decreased 1,9%
105 000 € (1 651 €/m²)";;63,61 m²;3;1;9;1970;Block house;Central;Fully equipped;;;;;;150 m;350 m;170 m;90 m;"68,70 €/month
~ 1,08 €/m²";;
Vilnius;Antakalnis;V. Grybo g.;6 084 € (452 €/m²);40;13,45 m²;1;3;3;1940;Brick;Other;Other;;Sale by auction;;;;190 m;420 m;310 m;390 m;9;;
Vilnius;Fabijoniškės;Liongino Baliukevičiaus-Dzūko g.;450 000 € (1 928 €/m²);;233,38 m²;6;1;3;1993 construction, 2011 renovation;Monolithic;Gas;Fully equipped;;Internet High ceiling Two-floor flat Cable television;Balcony Terrace Cellar Closet;Furniture Conditioner Washing machine Bath;Steel doors Alarm system;510 m;490 m;370 m;100 m;4;;
Vilnius;Naujamiestis;Vytenio g.;"Price decreased 1,4%
69 000 € (3 722 €/m²)";;18,54 m²;1;2;5;1957;Brick;Central;Fully equipped;;;;;;140 m;160 m;280 m;230 m;16;;
Vilnius;Verkiai;Verkių g.;19 292 € (479 €/m²);69;40,3 m²;2;1;1;1938;Brick;Solid fuel;Other;;Sale by auction;;;;1,2 km;1,5 km;1,5 km;470 m;0;;7
Vilnius;Verkiai;Verkių g.;39 251 € (952 €/m²);78;41,22 m²;2;1;1;1940;Brick;Solid fuel;Other;;Sale by auction;;;;800 m;720 m;1 km;310 m;0;;1
Vilnius;Senamiestis;Šv. Stepono g.;38 088 € (1 417 €/m²);36A;26,87 m²;1;2;2;1940;Brick;Solid fuel;Other;;Sale by auction;;;;360 m;170 m;190 m;100 m;42;;2A
Vilnius;Naujoji Vilnia;Strielčiukų g.;18 974 € (546 €/m²);27;34,74 m²;2;1;1;1940;Wooden house;Solid fuel;Other;;Sale by auction;;;;1,3 km;1,3 km;1,3 km;730 m;0;;5
Vilnius;Senamiestis;M. Daukšos g.;26 680 € (389 €/m²);8A;68,61 m²;1;2;2;1940;Brick;Other;Other;;Sale by auction;;;;180 m;100 m;250 m;80 m;14;;-
Vilnius;Naujamiestis;Šaltinių g.;289 000 € (3 350 €/m²);;86,28 m²;3;4;5;1940;Brick;Gas;Fully equipped;;;;;;220 m;100 m;200 m;290 m;33;;
Vilnius;Naujoji Vilnia;Tremtinių g.;"Price decreased 3,9%
49 500 € (1 238 €/m²)";;40 m²;2;1;1;1940;Wooden house;Solid fuel;Fully equipped;;;;;;480 m;570 m;60 m;70 m;5;;
Vilnius;Pilaitė;Vydūno g.;"Price decreased 3,3%
145 000 € (1 869 €/m²)";;77,58 m²;4;6;7;1997;Block house;Central;Partially equipped;;;Storeroom Balcony Cellar;;Steel doors Code door lock;150 m;280 m;10 m;60 m;"72,93 €/month
~ 0,94 €/m²";;
Vilnius;Senamiestis;Vokiečių g.;225 000 € (4 797 €/m²);28;46,9 m²;2;2;4;1956;Brick;Central;Fully equipped;;Kitchen merged with room;;Shower;Steel doors Alarm system Code door lock;140 m;70 m;90 m;20 m;"64,72 €/month
~ 1,38 €/m²";;
Vilnius;Antakalnis;P. Vileišio g.;277 025 € (2 500 €/m²);14A;110,81 m²;4;1;2;1940;Brick;Other;Other;;Sale by auction;;;;520 m;190 m;310 m;170 m;9;;
Vilnius;Senamiestis;Trakų g.;"Price decreased 8,9%
500 000 € (5 000 €/m²)";;100 m²;3;2;3;2014;Brick;Gas;Fully equipped;;;;;;30 m;180 m;190 m;150 m;26;;
Vilnius;Antakalnis;P. Vileišio g.;36 140 € (2 100 €/m²);30;17,21 m²;1;1;2;1940;Log house;Other;Other;;Sale by auction;;;;200 m;360 m;140 m;280 m;12;;8
Vilnius;Senamiestis;Didžioji g.;300 000 € (5 556 €/m²);;54 m²;2;2;4;1860 construction, 2004 renovation;Brick;Central;Fully equipped;;Kitchen merged with room;;;;210 m;180 m;160 m;150 m;26;;
Vilnius;Senamiestis;Gedimino pr.;990 000 € (6 778 €/m²);;146,07 m²;4;2;3;1940;Brick;Gas;Fully equipped;;High ceiling New electrical installation;Balcony Closet;Furniture;Steel doors Alarm system Code door lock Video surveillance;420 m;160 m;130 m;130 m;"157,76 €/month
~ 1,08 €/m²";;
Vilnius;Viršuliškės;Viršilų g.;190 000 € (4 901 €/m²);6;38,77 m²;2;18;20;2023;Monolithic;Central thermostat;Fully equipped;A+;High ceiling New electrical installation Kitchen merged with room;Balcony Parking space;Furniture Kitchen furniture Stove Plastic pipes Shower Recuperation;Steel doors;380 m;280 m;680 m;190 m;12;;
Vilnius;Žvėrynas;Vytauto g.;153 955 € (2 164 €/m²);48;71,13 m²;4;2;2;1940;Brick;Other;Other;;Sale by auction;;;;110 m;180 m;320 m;130 m;3;;9
Vilnius;Naujamiestis;Savanorių pr.;140 000 € (2 465 €/m²);37;56,79 m²;3;3;5;1962;Block house;Central;Fully equipped;;Internet;Balcony;Furniture Refrigerator Kitchen furniture Stove Bath;Steel doors;310 m;100 m;120 m;110 m;"40,89 €/month
~ 0,72 €/m²";;
Vilnius;Santariškės;J. Franko g.;415 000 € (2 746 €/m²);;151,12 m²;5;3;4;2006;Brick;Central thermostat;Fully equipped;;High ceiling Two-floor flat Kitchen merged with room;Storeroom Parking space Closet;Conditioner Furniture Floor heating system;Steel doors Alarm system Code door lock;180 m;1,8 km;120 m;330 m;2;;
Vilnius;Fabijoniškės;Ukmergės g.;"Price increased 48,6%
89 000 € (3 296 €/m²)";409;27 m²;2;1;2;1940;Carcass house;Solid fuel;Not equipped;;;;;;690 m;1,4 km;920 m;450 m;0;;
Vilnius;Šnipiškės;Krokuvos g.;"Price decreased 8,7%
209 000 € (3 128 €/m²)";;66,82 m²;2;6;9;1999;Brick;Central thermostat;Fully equipped;C;;;;;50 m;400 m;250 m;260 m;"44,10 €/month
~ 0,66 €/m²";;
Vilnius;Šnipiškės;Konstitucijos pr.;324 000 € (5 438 €/m²);15;59,58 m²;2;8;29;2019;Monolithic;Electric, central thermostat;Fully equipped;A+;Private entrance High ceiling New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room;Storeroom Balcony Closet;Conditioner Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Shower Recuperation;Steel doors Code door lock Video surveillance Guard;320 m;110 m;280 m;90 m;"55,41 €/month
~ 0,93 €/m²";;
Vilnius;Lazdynai;Architektų g.;"Price decreased 1,9%
105 000 € (1 651 €/m²)";;63,61 m²;3;1;9;1970;Block house;Central;Fully equipped;;;;;;150 m;350 m;170 m;90 m;"68,70 €/month
~ 1,08 €/m²";;
Vilnius;Antakalnis;V. Grybo g.;6 084 € (452 €/m²);40;13,45 m²;1;3;3;1940;Brick;Other;Other;;Sale by auction;;;;190 m;420 m;310 m;390 m;9;;
Vilnius;Fabijoniškės;Liongino Baliukevičiaus-Dzūko g.;450 000 € (1 928 €/m²);;233,38 m²;6;1;3;1993 construction, 2011 renovation;Monolithic;Gas;Fully equipped;;Internet High ceiling Two-floor flat Cable television;Balcony Terrace Cellar Closet;Furniture Conditioner Washing machine Bath;Steel doors Alarm system;510 m;490 m;370 m;100 m;4;;
Vilnius;Naujamiestis;Vytenio g.;"Price decreased 1,4%
69 000 € (3 722 €/m²)";;18,54 m²;1;2;5;1957;Brick;Central;Fully equipped;;;;;;140 m;160 m;280 m;230 m;16;;
Vilnius;Verkiai;Verkių g.;19 292 € (479 €/m²);69;40,3 m²;2;1;1;1938;Brick;Solid fuel;Other;;Sale by auction;;;;1,2 km;1,5 km;1,5 km;470 m;0;;7
Vilnius;Verkiai;Verkių g.;39 251 € (952 €/m²);78;41,22 m²;2;1;1;1940;Brick;Solid fuel;Other;;Sale by auction;;;;800 m;720 m;1 km;310 m;0;;1
Vilnius;Senamiestis;Šv. Stepono g.;38 088 € (1 417 €/m²);36A;26,87 m²;1;2;2;1940;Brick;Solid fuel;Other;;Sale by auction;;;;360 m;170 m;190 m;100 m;42;;2A
Vilnius;Naujoji Vilnia;Strielčiukų g.;18 974 € (546 €/m²);27;34,74 m²;2;1;1;1940;Wooden house;Solid fuel;Other;;Sale by auction;;;;1,3 km;1,3 km;1,3 km;730 m;0;;5
Vilnius;Senamiestis;M. Daukšos g.;26 680 € (389 €/m²);8A;68,61 m²;1;2;2;1940;Brick;Other;Other;;Sale by auction;;;;180 m;100 m;250 m;80 m;14;;-
Vilnius;Naujamiestis;Šaltinių g.;289 000 € (3 350 €/m²);;86,28 m²;3;4;5;1940;Brick;Gas;Fully equipped;;;;;;220 m;100 m;200 m;290 m;33;;
Vilnius;Naujoji Vilnia;Tremtinių g.;"Price decreased 3,9%
49 500 € (1 238 €/m²)";;40 m²;2;1;1;1940;Wooden house;Solid fuel;Fully equipped;;;;;;480 m;570 m;60 m;70 m;5;;
Vilnius;Pilaitė;Vydūno g.;"Price decreased 3,3%
145 000 € (1 869 €/m²)";;77,58 m²;4;6;7;1997;Block house;Central;Partially equipped;;;Storeroom Balcony Cellar;;Steel doors Code door lock;150 m;280 m;10 m;60 m;"72,93 €/month
~ 0,94 €/m²";;
Vilnius;Senamiestis;Vokiečių g.;225 000 € (4 797 €/m²);28;46,9 m²;2;2;4;1956;Brick;Central;Fully equipped;;Kitchen merged with room;;Shower;Steel doors Alarm system Code door lock;140 m;70 m;90 m;20 m;"64,72 €/month
~ 1,38 €/m²";;
Vilnius;Antakalnis;P. Vileišio g.;277 025 € (2 500 €/m²);14A;110,81 m²;4;1;2;1940;Brick;Other;Other;;Sale by auction;;;;520 m;190 m;310 m;170 m;9;;
Vilnius;Senamiestis;Trakų g.;"Price decreased 8,9%
500 000 € (5 000 €/m²)";;100 m²;3;2;3;2014;Brick;Gas;Fully equipped;;;;;;30 m;180 m;190 m;150 m;26;;
Vilnius;Antakalnis;P. Vileišio g.;36 140 € (2 100 €/m²);30;17,21 m²;1;1;2;1940;Log house;Other;Other;;Sale by auction;;;;200 m;360 m;140 m;280 m;12;;8
Vilnius;Senamiestis;Didžioji g.;300 000 € (5 556 €/m²);;54 m²;2;2;4;1860 construction, 2004 renovation;Brick;Central;Fully equipped;;Kitchen merged with room;;;;210 m;180 m;160 m;150 m;26;;
